id,song_title,channel_name,youtube_link,lyrics
CYUnYA4iZ-8,CANDELA_ROOTS_Humanité,Candela Roots,https://www.youtube.com/watch?v=CYUnYA4iZ-8,"Està molt missatge directe al cor, tu saps
Candela Roots turn up di humani ta nou desespera (x2)
Ei, és el temps de reaccionar
Sancho the Champion de FrontLine

Estamos matando a la tierra
Como persiguiendo su fin
No es nuestra naturaleza
Hemos perdido la cabeza
Vivimos solo a ser destruido
Tiremos a los que respectan
I deja de arrazar, que para crecer se área más
Y deja de pensar, que valemos más

Mi vida responde a un anhelo
El orgullo de ser lo que soy
El oro no trajo riqueza, se la llevo
Recuperemos nuestra esencia
Escuchemos al corazón, sueño que aún seremos capaces
De dejar de arrazar, que para crecer se área más
Y dejar de pensar, que valemos más

C'est l'humanité, tout ce qu'il faut changer
Nous ne méritons pas vivre dans ce monde
Nous n'avons pas appris le respect
On confond la vie et les nombres
C'est l'humanité, tout ce qu'il faut changer
Nous ne méritons pas vivre dans ce monde
Nous n'avons pas appris le respect
(Apriu le respect)

Estamos matando a la tierra (x4)
On confond la vie et les nombres"
375yFHoaBnI,Rock_'n'_Roll,Sopa de Cabra,https://www.youtube.com/watch?v=375yFHoaBnI,"It’s been a long time since the rocket run
It’s been a long time since you’re really strong
And you can’t be back and you can’t be back
And you can’t be back
Maybe where I come from
Wow oh oh

It’s been a long time since you’re rock and roll
It’s been a long lonely lonely lonely lonely lonely time
It’s been a long time since the buckets row
I can’t stop the tears of life will never know

Open your eyes, Open your eyes
Open your eyes, maybe where I come from
Wow oh oh
It’s been a long time, it’s been a long time
It’s been a long lonely lonely lonely lonely lonely time"
bDFMkRgCqHo,Cardiaco_y_Acabado,Sopa de Cabra,https://www.youtube.com/watch?v=bDFMkRgCqHo,"Cada día despierto
mas y más hecho polvo estoy
con un ladrillo por cabeza
y en mi cama no hay ni Dios

Ya no me acuerdo de nada
no se qué coño hice ayer
Hace meses que esto me pasa
nunca soy el mismo de ayer
Creo que, ya no queda opción para mi
Tengo que dejarlo, o la palmo
Ya no queda opción para mi
Tengo que dejar de beber

Voy pateando la calle
sorteando cada farola
Los nenes del barrio me llaman
el Zombie zigzagueante
Me miro loco en el espejo
nado siempre en nubes de alcohol
No conozco ni a mi vieja
tan hecho polvo estoy
Creo que, ya no queda opción para mi
Tengo que dejarlo, o la palmo
Ya no queda opción para mi
Tengo que dejar de beber

Cada día me acuesto
mas y más borracho estoy
con un ladrillo por cabeza
y en mi cama no hay ni Dios
A parte de mi"
eQCpjOBJ5UQ,-_Fcking_Money_Man_(Milionària_+_Dio$_No$_Libre_Del_Dinero)_(Official_Video),ROSALÍA,https://www.youtube.com/watch?v=eQCpjOBJ5UQ,"La Rosalia, uh!
Això sé que no és culpa ser milionària
Puc ser plogger llençant els bitllets pels aires
Un dia per Mumbai i l'altre a Bona Malta
Sempre ben escortada a prova de bala
Es que voldries tenir un Bentley de color blanc
I un de color verd
Però tot això sé que no puc fer fins al dia
Que tingui molts diners
El que voldries tenir (fokin money, men)
Només vull veure bitllets de cent (fokin money, men)
Signe del dòlar dintre la ment (fokin money, men)
Només vull veure bitllets de cent (fokin money, men)
Signe del dòlar dintre la ment

Di-selo, Rosi
Això sé que no és culpa ser milionària
Que em tanquin a Louvre així com al mapa
(Fokin money la meva ànima està)
Cada dia celebro el meu aniversari
Cinc gossos i un paó corrent pel jardí de casa

El que voldries tenir (fokin money, men)
Només vull veure bitllets de cent (fokin money, men)
Signe del dòlar dintre la ment (fokin money, men)
Només vull veure bitllets de cent (fokin money, men)
Signe del dòlar dintre la ment
Puro 24 k
U de Marts fets amb coberts de diamants
Un Hublot bla bla que havia al bank-bank
Que t'el puc regalar
Tinc un xaval contractat
Per que m'obri els regals a Nadal
Tanc centre comercial
I em menjo jo sol un gelat

Cavechamp, popin bottles, bought in Juillet
Compro una estrella
Tinc una illa que té el meu nom
El que voldries tenir (fokin money, men)
Només vull veure bitllets de cent (fokin money, men)
Signe del dòlar dintre la ment (fokin money, men)
Només vull veure bitllets de cent (fokin money, men)
Signe del dòlar dintre la ment

(Fokin money la meva ex)
(Fokin money, men, fokin money, men)
Només vull veure bitllets de cent (Fokin money, men)
(La meva ex)
(Fokin money, men)
(Fokin money, men) (fokin money, men)
Només vull veure bitllets de cent

Millones ardiendo
Millones ardiendo
Álamo que malo, Álamo que malo
Montaña de fuego, Montaña de fuego
Billetes llorando
Dios nos libre del dinero
Lo verde y lo morado
Lo verde y lo morado
Veneno escondido
Que lo aparten de mi lado
(Dios nos libre)
Dios nos libre del dinero

Queriendo, queriendo, queriendolo
Dios nos libre del dinero
Vistiendo, vistiendo, vistiendolo
Dios nos libre del dinero
Contando, contando, contandolo
Dios nos libre del dinero
Teniendo, teniendo, teniendolo
Dios nos libre del dinero
Moviendo, moviendo, moviendolo
Dios nos libre del dinero
Buscando, buscando, buscandolo
Dios nos libre del dinero
Soñando, soñando, soñandolo
Dios nos libre del dinero
Teniendo, teniendo, teniendolo
Millones ardiendo
Cheque en blanco
Subiendo para el cielo y no entrando
Dinero quiere dinero
Yo no quiero bananas
Pa reyes y presidentes
Con la carita cortada
Dios nos libre del dinero
Queriendo, queriendo, queriendolo
Dios nos libre del dinero
Vistiendo, vistiendo, vistiendolo
Dios nos libre del dinero
Contando, contando, contandolo
Dios nos libre del dinero
Teniendo, teniendo, teniendolo
Dios nos libre del dinero
Moviendo, moviendo, moviendolo
Dios nos libre del dinero
Buscando, buscando, buscandolo
Dios nos libre del dinero
Soñando, soñando, soñandolo
Dios nos libre del dinero
Teniendo, teniendo, teniendolo"
ic7IfEgIp-w,Mari_Carmen,La Pegatina,https://www.youtube.com/watch?v=ic7IfEgIp-w,"Que suene, que suene!
A bailar! Que bueno!
Mari Carmen, Mari Carmen
Tu hijo está en el After Hour
Mari Carmen, Mari Carmen
Tu hijo está en el After Hour

Tu no lo sabes, tu no lo sabes
Tu hijo es el último en salir de toda la rave
Tu no lo sabes, tu no lo sabes
Tu hijo es el último en salir de toda la rave
Ahi va morena, a bailar

Mari Carmen, Mari Carmen
Tu hijo está en el After Hour
Mari Carmen, Mari Carmen
Tu hijo está en el After Hour

Tu no lo sabes, tu no lo sabes
Tu hijo es el último en salir de toda la rave
Tu no lo sabes, tu no lo sabes
Tu hijo es el último en salir de toda la rave
Hay más! Quien por bien no venga!
Ni madre que lo detenga!
Solo queda una aplicación
Parte de control!

Tu hijo es un cabrón!
Tu no lo sabes, tu no lo sabes
Tu hijo es el último en salir de toda la rave
Tu no lo sabes, tu no lo sabes
Tu hijo es el último en salir de toda la rave
Tu no lo sabes, tu no lo sabes
Tu hijo es el último en salir de toda la rave
Tu no lo sabes, tu no lo sabes
Tu hijo es el último en salir de toda la rave"
QOIy32lobyo,-_En_la_plaza_(Audio_Oficial),Julieta,https://www.youtube.com/watch?v=QOIy32lobyo,"Yo me enamoré de ti cuando te vi
en la plaza de mi barrio
y no dije nada, te lo escondí
y ahora te lo estoy cantando
yo me enamoré, yo me enamoré, yo me enamoré de ti
Yo me enamoré, yo me enamoré, yo me enamoré de ti

es que deditos al bailar, en su mirada la mía clavada
doy un paso sin pensar
y acabo en mi cuarto puerta cerrada
tú en cora en mi cama
no hace falta decir nada, nada

es que deditos al bailar
y ya le diré cuando acelerar
Yo me enamoré de ti cuando te vi
en la plaza de mi barrio
y no dije nada, te lo escondí
y ahora te lo estoy cantando
yo me enamoré, yo me enamoré, yo me enamoré de ti
Yo me enamoré, yo me enamoré, yo me enamoré de ti

y cómo te lo voy a pedir
que de esto hace un día
los ojos me brillan
y no puedo dejar de pensar
en ti de noche y de día
de noche y de día
Yo me enamoré, yo me enamoré, yo me enamoré de ti
Yo me enamoré, yo me enamoré, yo me enamoré de ti
Yo me enamoré, yo me enamoré, yo me enamoré de ti
Yo me enamoré, yo me enamoré, yo me enamoré de ti"
xzxULEe1wms,RONALDINHO_THE_TYETS_(Videoclip_trash),The Tyets,https://www.youtube.com/watch?v=xzxULEe1wms,"Vente, a tu lado soy un delincuente
Si sigo contigo yo no paso de los 20
Y siente, hey, que aquí nadie te entiende
Haces comentarios que alejan a la gente
Portes de la xim-pal mar camí
Fas que condueixi en tages una nit d’estiu
Fas mala cara de bon matí
Lu-puts, bi-falles a les eskenes del meu tetesic
Hey, ets una mala persona
Tu no vens aquí a disfrutar les estones
Ets un maniquí, tot el dia fote’n merda
Puta, estem aquí si no saps el que ens agrada

Vente, a tu lado soy un delincuente
Si sigo contigo yo no paso de los 20
Y siente, hey, que aquí nadie te entiende
Haces comentarios que alejan a la gente
Crec que tremo a l’autopista (une, une, une)
Que allì vui parlar des veritats sense vergonya
Ara’t faré una classe com ha de viure la gent
Deixa’m, deixa’m, que t’ho expliqui tu pots anar fent
Estaria bé que caiguessim, pro-fa pel que diràn
Estaria bé que ens veiessim, però deixa’m pensar
Dilluns no podré, pot ser dimars que be,
Jo sóc Ronaldinho, i tu ets el porter

Vente, a tu lado soy un delincuente
Si sigo contigo yo no paso de los 20
Y siente, hey, que aquí nadie te entiende
Haces comentarios que alejan a la gente
Vente, a tu lado soy un delincuente
Si sigo contigo yo no paso de los 20
Y siente, hey, que aquí nadie te entiende
Haces comentarios que alejan a la gente"
1pJacfNyx1U,TOTA_LA_VIDA_IGLÚ_(Videoclip_Oficial),Iglú,https://www.youtube.com/watch?v=1pJacfNyx1U,"Pensen que he fet situ tampat
Veient que mires l'hora per poder marxar
I un altre cop
Tornant a casa sentint que sempre em quedo sense dir
El que mai t'he pogut dir

Jo
Porto tota la vida esperant lo pitjor
I ja no sabia el que volia
Jo
Porto tota la vida esperant lo pitjor
I ja no sabia el que era viure sense por

Sembla, que ara tot ha canviat
I que sé com ser irrespecte amb la buidor d'abans
I ara sé el que és
Tornant a casa sentint
Tot el que he fet m'ho he fet per a l'es de mi jo que tinc

Jo
Porto tota la vida esperant lo pitjor
I ja no sabia el que volia
Jo
Porto tota la vida esperant lo pitjor
I ja no sabia el que era viure sense por
Jo, no, ja no sabia res d'el que volia
Porto tota la vida

Jo
Porto tota la vida
Esperant lo pitjor
I ja no sabia el que volia
Jo
Porto tota la vida esperant lo pitjor
I ja no sabia el que volia
Jo, no, jo no sabia res d'el que volia
Porto tota la vida
Jo, no, jo no sabia res d'el que volia
Porto tota la vida"
0RAsm1IfLPc,BAYA_BAYE_ACTITUD_SERRALLONGA,Baya Baye MGT Los Sosis,https://www.youtube.com/watch?v=0RAsm1IfLPc,"Aquí tu deserra ionga, estira la corda fins que es rompi
molt amor però molta bronca
no tan improgastem pa nojar
mis socis paquitos i willi wonkas
volen fer ser rics, tiras com alfombra
la cosa no canviarà sola
si no li foutes bro la sta can tombà

Conmigo no cuela y es pa' trompas
conmigo no puedes tonto sopas
busco veneta desde la sombra
pa que ya me enterdunquen molt pocas comas
Al net de la Amy i de la Francisca,
No hi rr m'ha fastigós com borja franquista
deu deu gistes en la black lista,
esperant al 25 partan ir la guita.
Vui vui una vida tranquila,
però eso no m'inspira
miradas encontradas i miradas perdidas,
Si no faig una locura per que ting familia
sociedad mimada i materialista,
ara tots volen ser artistas
sociedad de vidra i moralistas,
mingatto no estampa tus tonterias
Ja són anys de peon agrícola,
30 graus curran a la vinya
ballant hits de davizuelas amb la caipiriña,
tumbaos en la playa bajo sombrilla.
Maldades que n'hi te de rodillas,
vas aprofitat com les ortigas
amargao com la doble ipa,
tatuat xass i farita.

Fiel a mi equipo que es la puyol
No pago la multa como puyol
Me parezco al luis enrique de la selección
pero yo soy catalano loco no español
La vida que es par tu no es par tutom
Volant jura rusinyol
que ningún hijo de puta roben tu ilusión
Follen la vida ruta dal moll
estar dins de terra atrapada jong
Codazos en el córner chillando gol
Recuerdos de peke no había alcohol
Dejamos la pelota por el rock and roll
en la granja de vinipon

Plantant tumacas bebiendo ron
condo in un pasquali no un lambo
pal volumen jo que authentic no un puto clon.
(en el kiosko)
Si no faig una locura par que ting familia
familia
familia
Si no faig una locura par que ting familia
familia
familia
Si no faig una locura par que ting familia"
-4c7__GHT10,Drama_Queen,SULTAAN,https://www.youtube.com/watch?v=-4c7__GHT10,"Ratt Ke Sunakhi Kudi Sire Di Shaukeen
Meri Drama Queen, Meri Drama Queen
Kare Nakhre Ta Lagdi Ae Hor Vi Haseen
Meri Drama Queen, Meri Drama Queen
Jad Chaldi Madak Naal Hildi Zameen
Meri Drama Queen, Meri Drama Queen
Ohnu Vi Pata Ae Ke Main Nota Di Machine
Meri Drama Queen, Meri Drama Queen
Main Kayi Saal Pehla Si Canada Jado Aaya
Ohde Akhaan De Jadu Ne Mainu Pichhe Ohde Laaya
Sidha Sadha Keho Jahe Chakkaraan Ch Paaya
Ohdi Aashiqui Ne Mainu Khalnayak Banaya
Mainu Ohda Kahe Teri Har Gal Ae Pasand
Par Kise Gal Utte Oh Na Hove Razamand
Sari Duniya De Vichon Ikko Dhang Da Nasha
Mainu Lathnan Ni Dindi Gore Rang Da Nasha
Akkh De Ishaareyan Na Kardi Sharabi
Oh Mere Utte Mare Kyun Ke Main Aa Punjabi
Mere Kol Beth Hunda Ki Ae Pyar Samjhave
Mainu Paise Da Junoon Pyar Samajh Na Aave
Hun Chaundi Mainu Main Kithe Paen Denda Nath
Mere Kinneyan Kammaan De Vich Hunda Ohda Hath
Galli Baati Bade Rendi Kadddi Oh Sapp
Jag Baani Wangu Mardi Oh Har Vele Gapp
Ratt Ke Sunakhi Kudi Sire Di Shaukeen
Meri Drama Queen, Meri Drama Queen
Kare Nakhre Ta Lagdi Ae Hor Vi Haseen
Meri Drama Queen, Meri Drama Queen
Jad Chaldi Madak Naal Hildi Zameen
Meri Drama Queen, Meri Drama Queen
Ohnu Vi Pata Ae Ke Main Nota Di Machine
Meri Drama Queen, Meri Drama Queen
Jithe Janda Cash Chukki Firda Jawaan
Dekh-Dekh Paisa Kudi Hoyi Baimaan
Sabb Passe Ishq Di Ikko Dastaan
Zindagi Ae Aukhi Badi Maut Ae Aasaan
Nikki-Nikki Gal Da Vi Kar Lendi Saada
Jadon Deva Main Jawab Usse Vele Bana Mada
Mull Le Le Musibtaan Oh Mere Gal Paave
Kade Khush Hove Kade Sultan Pashtave
Mere Naalon Kite Jyada Vadh Baimaan
Bol-Bol Jhooth Mera Khichh Di Te Amm Jhooth
Chadhi Jave Hundi Jiwein Daru Kardi
Jadon Boldi Ae Kannan Nu Vi Nasha Kardi
Oh Tan Kare Chaturaiaan Mera Dil Pura Saaf
Ohdi Yaari Piche Mainu Pure Satt Khoon Maaf
Ruhe Bullaan Naal Jado Kahe Sultan
Mittha Jeha Lagda Ae Mainu Mera Naam
Ratt Ke Sunakhi Kudi Sire Di Shaukeen
Meri Drama Queen, Meri Drama Queen
Kare Nakhre Ta Lagdi Ae Hor Vi Haseen
Meri Drama Queen, Meri Drama Queen
Jad Chaldi Madak Naal Hildi Zameen
Meri Drama Queen, Meri Drama Queen
Ohnu Vi Pata Ae Ke Main Nota Di Machine
Meri Drama Queen, Meri Drama Queen"
jluQyS4lFpY,-_Steal_The_Light_(Official_Video),The Cat Empire,https://www.youtube.com/watch?v=jluQyS4lFpY,"Sing now muse I won't be scared
She's wearing flowers not snakes up in her hair tonight
And love we've been around before
We washed up on the old shore
But it's new tonight
It's only light we say
But we are lights to be free
We've still a light to see
The owls fall before the dance
The sirens and the marching band sing
It's nothing but chance tonight
A billion ones and many few
When everyone I never knew
They're here tonight

It's only light we say
But we are lights to be free
We've still a light to see
What if I'm lonely?
What if the sky should fall and disappear
For one night only
Open your eyes and run until it's clear
So if I may what if I say
It's good to have you here
She said if you lead I'll come along
And if you need me there I'll sing your song tonight
And all that glow and all that shine
And all we leave behind
I'll keep them warm tonight

It's only light I say
But we are lights to be free
We've still a light to see
What if I'm lonely?
What if the sky should fall and disappear
For one night only
Open your eyes and run until it's clear
I'll love you only
Until the sky should fall and disappear
So if I may what if I say
It's good to have you here"
CqCFXD6JDI0,-_Nayades_(Video_Oficial),Julieta,https://www.youtube.com/watch?v=CqCFXD6JDI0,"I baixant per aigües de cristall i un cel verell,
em cremen per dintre les ganes de ser-hi.
Que ja, que ja no em deixen respirar,
m'ofega la pena, tot para avançar.

I ara que som al bell antaret, hem desfet el teu braç,
cavalls de color marí respirant la llibertat.
Que en tant de temps adins a mi m'han amagat.
Qu'est-ce qui me prend de coeur?
Je vois et je ne sais pas, je m'échappe là loin,
un seul qui me plaint.
Je vois un portail clair, je traîne de la pression.
J'ai les larmes
et ce n'est pas pour toi,
je verrais la belle lune
qui me fera fondre dans mon chant.
J'ai les larmes
et ce n'est pas pour toi,
je verrais la belle lune
qui me fera fondre dans mon chant.

I tornant als braços del que em va fer mal,
camino entre pedres sempre lluny del cel.
I que sàpiguis mai no em podré deslligar,
mirompen els rets de felicitat.
I que ja no em fas mal de menys, ja no vas
nen davant, ben fondes el teu caient.
Sé que crides a la llibertat,
que en tant de temps perdut ara ja fa costat.
Qu'est-ce qui me prend de coeur?
Je vois et je ne sais pas, je m'échappe là loin,
un seul qui me plaint.
Je vois un portail clair, je traîne de la pression.
I si m'oblides, jo no em cauré,
em permeto per dintre que mai tornaré.
Si penses que ploro quan tu ja no hi ets,
oblidis que a soles jo ja em visc molt bé.
J'ai les larmes
et ce n'est pas pour toi,
je verrais la belle lune
qui me fera fondre dans mon chant.
J'ai les larmes
et ce n'est pas pour toi,
je verrais la belle lune
qui me fera fondre dans mon chant.

Al fi del silenci,
i de les treves manllevades."
FMLvL3UnVQs,Stay_Homa,STAY HOMAS,https://www.youtube.com/watch?v=FMLvL3UnVQs,"Please stay home
Please stay home
Don't want the corona
Please stay home
Oh God, please stay home
Please stay home
It's OK to be alone

Please stay home
If you need it, go to Mercadona
If you live in Barcelona,
There's not salir pe ah
Inside his home
Estem bé
Si ens hem de veure, ens saludem de lluny
Estem bé
D'aquí només us hi haurà un baby boom
Estem bé
Dos setmanes sense sortir al carrer
Estem bé
Confinat amb els amics i amb res a fer
Please stay home
Please stay home
Don't want the corona
Please stay home
Oh God, please stay home
Please stay home
It's OK to be alone
Willytell dem well me say one, say two, say three
Yo dica, quédate en casa, me say stay at home
Quédate en casa, dica stay at home
Lávate las manos, lávatelas con jabón
Lávate las manos con jabón
Yo digo es poca toda precaución
No Willawe together in a one action
The one call Willy they upon the compagnination
Alongside my family we they upon song

Please stay home
Please stay home
Oh God, please stay home
It's OK to be alone

Please stay home
Please stay home
It's OK to be alone"
fqydiZOtEgo,Ya_Se_Van,Sopa de Cabra,https://www.youtube.com/watch?v=fqydiZOtEgo,"Los días sin tregua, las noches en vilo
y el hambre y la guerra y el triste destino
las pobres riquezas, los ricos mendigos
los cielos sin luna y el tiempo perdido.
Ya se van
Los grandes imperios, las viejas cadenas
los sabios señores que mandan y ordenan
la sucia carroña que mueve los hilos
y las sanguijuelas los falsos amigos.
Ya se van

Aferrándose al tiempo en su mente un afán
el de ganar
No recuerdan que un día el camino
se acabará
Los caros perdones, las sagradas leyes
los santos varones se van como vienen.
Ya se van

Ya se van"
2q2i16eAa-o,Tienes_Que_Pillar,Sopa de Cabra,https://www.youtube.com/watch?v=2q2i16eAa-o,"Ahora que tengo el punto
No pienso dejarlo marchar
Este jodido punto
Que no se puede comprar

Tienes que pillar
Tienes que pillar
Puedes hacerlo fácil
Seguro que te va a gustar
Tienes que ser salvaje
Para llegar al final

Tienes que pillar
Tienes que pillar
Tienes que pillar
Tienes que pillar
Es lo que todos quieren nadie se atreve a pedir
(Un condón)
Si te enrollas, quién puede ayudarte a ser feliz?
(Un condón)
Cada vez más grande es la alegría de vivir
Se me pone dura sólo de pensar en ti

(Woooo)
El sexo es guerrilla
Y el amor revolución
Y no queremos armas
Nuestra defensa es el condón
Vamos a follar
Vamos a follar

Vamos a follar
Vamos a follar
Es lo que todos quieren nadie se atreve a pedir
Si te enrollas, quién puede ayudarte a ser feliz?
Cada vez más largo es el placer que has de sentir
Pasa a comprobarlo cuando esté dentro de ti
(Woooo)

Vamos a follar
Vamos a follar
Vamos a follar
Vamos a follar
Vamos a follar
Vamos a follar
Vamos a follar
Vamos a follar"
VQzwii3KMpU,10_Corazón_viajero_Txarango,Txarango Oficial,https://www.youtube.com/watch?v=VQzwii3KMpU,"Cuelgo en paredes todos mis pensamientos,
las ganas de vivir la vida a tu lado
(deseo agitado me vence).
Rozo la locura cuando veo a la luna
en tus ojitos en vela
(brillantes trocitos de tu alma entera).
Soy un caramelo fundiéndose, ¡uepa!
Busco la distancia que separa la noche,
el reproche en cada paso vacío.
Frío y sincero,
entre tus dedos y mi pelo siempre escapa el tiempo,
me hundo, soy viajero en los mares del mundo.
Tengo tantas cosas que decir,
las historias que hoy empiezan pueden acabar sin ti.
Tengo tantas ganas de reír,
que voy a coger el cielo para que puedas subir.
Vuela lento, que viene con tentol por venir,
es lo que siento, nubes de sonrisa
que te llevarán sin prisa hoy.
Viajero.

Viajero.
Mi alma quema por la candela
de tu corazón valiente que ya no espera.
Huyo de mis miedos cuando te siento cerca,
soy viajero en tu cuerpo vuelo
navegando día y noche por las estrellas del cielo.
Contigo respiro,
me pasaría los días agitándote.
Yo ya no sé qué va a pasar,
pero el viaje no espera.
A la deriva volveré cual el naufragio
de los sueños del mar,
me hundo, soy viajero en los mares del mundo.
Tengo tantas cosas que decir,
las historias que hoy empiezan pueden acabar sin ti.
Tengo tantas ganas de reír,
que voy a coger el cielo para que puedas subir.
Vuela lento, que viene con tentol por venir,
es lo que siento, nubes de sonrisa
que te llevarán sin prisa hoy.

Viajero.
Viajero.
Tengo tantas cosas que decir.

Tengo tantas ganas de reír.
Tengo tantas cosas que decir,
las historias que hoy empiezan pueden acabar sin ti.
Tengo tantas ganas de reír,
que voy a coger el cielo para que puedas subir.
Vuela lento, que viene con tentol por venir,
es lo que siento, nubes de sonrisa
que te llevarán sin prisa hoy.

Viajero.
Viajero.
Viajero."
QwD5GTCgVlc,ZOO_ROBOT_ft._Road_Ramos_(EP2K18),ZOO POSSE,https://www.youtube.com/watch?v=QwD5GTCgVlc,"He bajado del cielo una nave espacial, aura celestial
Nave sideral, pone el pie y hace tierra
Ahora crece la hierba
Ha llegado a la tierra una especie brutal,
Otros parámetros, otra moral
No tropieza dos veces en piedra
Robot no come mierda
Robot rojo se llama

No saber qué es la fe, proclama
Sufre un cortocircuito en la voz
Triste especie la humana
Yo no ser dios, yo portavoz y de marte
Computadora pensante, ondas sensibilizantes
Yo sostener esta hoz

Guapo aplicado y atento robot toma nota
Dimensiones y cifras secretas
Concepción circular no lineal
Robot ser un poeta,
De sentido común no común entre idiotas
Cero autómata no marioneta
De tender lazos, puentes y amar
De algún rojo planeta
Y la vida sin vida es normal se pregunta
Y robar y prohibir las consultas
Que justicia, que paz, que verdad
Siempre ser muy presuntas
Y robot no comprende caos terrenal
Activar mecanismos, robot despegar
Sayonara paquetes
Robot vuelve a su casa en cohete

Dejando un rastro
De polvo estelar
Volvió a su planeta rojo
Dejo un mensaje que logramos descifrar

Yo solo ser un robot
Fail en misión de espionaje
Tu hermano humano no es nada personal
Ya volveremos cuando solo quede el mar

Ya solo queda el recuerdo, la imagen borrosa
El momento glorioso
Con ternura recuerda el abuelo al robot
Al robot amoroso
Alzan la vista los nietos buscando señales
Los pobres no saben que no volverá
Por qué iba a volver, a qué,
No hay vida posible, no hay nada que hacer
Si el mundo ahora es de reyes y flojos,
amos del chantaje
Que a golpe de fajo, de rifle y amor por el lujo
No dejan un sitio esperanzador
No, si llega a saber el abuelo
Que este era el futuro, el pan de sus hijos
Lo piensa dos veces
Son muchas las voces que rezan
Y ruegan que se apague el sol

Dejando un rastro
De polvo estelar
Volvió a su planeta rojo
Dejo un mensaje que logramos descifrar

Yo solo ser un robot
Fail en misión de espionaje
Tu hermano humano no es nada personal
Ya volveremos cuando solo quede el mar
Y a la señal de polvo estelar
Quiso el robot regresar
Fail en misión de espionaje
Pena total, no es personal
No hay sentimientos
Todos podridos por dentro
Ya volverá cuando tú te hayas muerto
Y solo hallar
Y a la señal"
W7LfRy42FbY,Neidos_T1E3_Zona_Armónica_Temporal_(Todo_o_nadie),Lágrimas de Sangre,https://www.youtube.com/watch?v=W7LfRy42FbY,"Puede nacer después, llega un junio sin julio
Somos los que no supimos ser el artificio
Se abre el horizonte, las montañas bajan a jugar al mar
¿Quieres ver lo que hay detrás?
¿Qué hay detrás?
Hay dos pájaros en una rama, conspiran y traman
Se ríen y lloran, hallan un lugar común, la emoción aflora
Vórtice de no retorno donde se enamoran
Sin complacer los complejos, comiendo a deshora, cruzando la sierra
Empezaron a volar girando a la velocidad de la tierra
Pasan dos semanas, en un alba eterno
[Alba eterno]
Siguiendo la luz del día sin ser de edad
[Sin ser de edad]
Sólo sal y vida hasta que se olvidan los problemas
Quieren todo o nadie y quemarán su juventud cuando agosto se apague
Y anhelar el verter el rebosado fresco de la tarde

Describo en la pantalla que no aguanto más estar aquí
Dejo mucho por hacer y nada por decir
Ser un puto maniquí es demasiado para mí
Creo lo que siento y escapar es elixir
Voy tras la ventana atento al tiempo, lo puedo intuir
Lo veo amanecer atravesando mi cuerpo
Si me da miedo es bueno porque siento dentro que a germinar algo nuevo
Bolsillos vacíos, pecho con hambre
Las horas son caricias o serán un desmadre
Necesito ese sitio de nadie en el que deshacerse del ego y reconciliarse
No es lo que eres ni dónde yaces
Es saber cómo eres y quiénes te hacen sentir bien
Ya me hierven las hierbas del té, sé que me debo este viaje y no sé
Si me alejaré un tiempo o si me arrepentiré
Amarillo en rayos horizontales, invaden los pinos del maresme
Entre infinitas tonalidades de verde
Pero salgo para volver a tener consuelo
Ver en cada pupila un cielo y por dentro un seísmo
[Cuidar del paisaje es cuidarse a uno mismo]
Y respirar de nuevo dame oxígeno
Voy a reírme de todo con escándalo
Yo, volveré a salir como solía, yo
Voy hasta el culo de júbilo de julio
Bro y este mundo líquido mitigo
He subido a Véneto remontando el río
Tumbado describo, me quedo dormido
Me despierta el sol y hago un tímido garrido
[¡Au, au, au!]
Queda mucho para improvisar
[¡Aún hay auroras que se saborean!]
Suave aroma silvestre que nos persuade
En los rincones de nadie
Y ponernos del revés
Ir a divertirnos con otros animales que ves
Lejos de reírse, amar hasta fundirse
La vida me cautiva poco a poco y la sed rinde

Voy dando tumbos por el mundo buscando algún lugar
Donde no alcance la miseria de su tóxica forma de pensar
Y escaparme de este calabozo de ciudad
Que sigue enfermando cada día más
Por eso es que voy
Escupido sin un rumbo, merodeando hasta encontrar
Un oasis lejos de crisis lleno de moratada temporal
Respirar tierra sin tanta radioactividad
Y evadirme de la cautividad

Todo cuánto se ponga delante
Todo cuánto pueda formar parte
Todo cuánto se ponga delante

Todo o nadie"
